Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
0.5498041462951778,0.9001388351751736,0.8001554497060819,0.5654598560449647,0.49360922818210284,0.6467018577897296,0.5586563667936988,0.7445586855155876,-1.310768752580122,-1.0098220410582928,-1.338629392483404,-0.56404054016936,-0.8662924429189995,-0.8997354343871055,-0.589492709151692,0.7087459545864958,1
-0.6211533864900386,-0.6981857755800619,-0.5565924059795331,-0.8843035330719146,0.4012991114679739,0.5828468214909399,-0.6239218798341044,-0.7250929561244174,-1.4337096632154596,0.5826944228550612,0.02795117746337496,-0.48241509913462277,1.1687267294832493,-0.006759453153295542,-0.511260626234781,0.6264222801088971,4
0.6230967753723083,0.9877675695791713,0.6587223646402939,0.8878546000759163,-0.13021438472173633,0.14635677847440803,0.6325205457938221,0.8222971535084097,-0.8233090160247292,-1.043420525921933,-1.401299909479225,0.039921113400488886,-1.1677688372410453,-0.6312949025402731,0.0014878304330983164,0.7489761266771696,1
5.119185018184831,4.123005979054737,3.913516976190255,4.401786099956753,0.17901588872478408,0.41573866587976366,5.120822989167966,4.33119740989452,-0.3146328406984796,-0.4129280120757186,-0.42744977374452964,-0.3238583161363789,-2.99289246809677,-1.665215846366276,-0.35783149143798415,-1.1411974354269678,2
4.868564023643711,4.207361490091694,3.6458222010313133,4.339964780374577,-0.007492552529005335,0.2589801827469206,4.854441513906132,4.1743360904693665,0.48627848150275554,0.09725923517162609,-1.2149276430899136,-0.1036623640058581,-2.989244455425549,-1.5764538165297435,-0.14155061005172406,0.12781757340012712,2
-0.7710218891142708,-0.9864727430134159,-0.937742860924512,-0.9208061672638836,-0.36029647851530167,-0.08839579079062114,-0.7717482442638072,-0.9608109422605757,0.026910748609359846,0.29661543560849596,0.7175807367847801,0.2780568159824371,1.2457437989010585,0.8000167124381904,0.24221388780794964,0.5008593400034789,4
-0.6132271700423307,-0.8027039752958947,-0.8014331420687251,-0.5646203013731435,-0.6509287325587971,-0.43848073788783887,-0.6170940985819922,-0.7130685826409578,-0.08906490839622687,0.7810154062036722,1.115676625970963,0.6190221674925485,0.5825246948744601,0.8098516408387199,0.594478409426885,0.832880424812894,4
-0.8574474960712855,-1.127960462749963,-1.0291731573751246,-1.1186058317022833,-0.20814604206410942,0.07049300453498017,-0.8584839343325057,-1.1048654732744014,-0.9561223633616713,0.44079354690826617,0.834992056454912,0.12326689773906649,1.6596428306461477,0.8375273113678893,0.08524429190601324,0.8067853137249575,4
-0.37759634217218907,-0.37784600934071966,-0.29419880208744537,-0.4536821358105067,0.1648609705063997,0.40440374678389757,-0.37874246214461954,-0.37277455426207967,0.9421795045160252,0.15060432340860397,0.08232569798942192,-0.2777639414013483,0.4269656779073371,-0.1405283454412987,-0.3128651634934676,-0.01224203283750937,6
5.8949924715790925,4.273835928176874,3.7128018993599636,5.597891978499333,-0.7613663204646429,-0.5906869266354782,5.843293718308933,4.799474429315648,-0.25389186057208574,1.0820240413877669,0.5821999576341781,0.7319639919568502,-3.3437818912918384,-1.4146314573037329,0.7131336591724305,0.2026858800205001,2
